CASENUM,STRM,Subject,CatalogNbr,TITLE,Grade
1926,SPRING 15,MA,243,Calculus & Analytical Geom III,C
1927,FALL 14,MA,6,Intermediate Algebra,B
1927,SPRING 15,MA,111,College Math for Aviation I,B
1928,FALL 14,MA,6,Intermediate Algebra,F
1930,SPRING 15,MA,111,College Math for Aviation I,A
1931,FALL 14,MA,241,Calculus & Analytical Geom I,F
1931,SPRING 15,MA,241,Calculus & Analytical Geom I,B
1931,SUMMER 15,MA,242,Calculus & Analytical Geom II,A
1932,FALL 14,MA,143,Precalculus Essentials,B
1932,SPRING 15,MA,241,Calculus & Analytical Geom I,F
1933,FALL 14,MA,143,Precalculus Essentials,B
1933,SPRING 15,MA,241,Calculus & Analytical Geom I,B
1933,SUMMER 15,MA,242,Calculus & Analytical Geom II,C
1934,FALL 14,MA,6,Intermediate Algebra,A
1934,SPRING 15,MA,143,Precalculus Essentials,B
1935,FALL 14,MA,242,Calculus & Analytical Geom II,B
1935,SPRING 15,MA,243,Calculus & Analytical Geom III,A
1936,FALL 14,MA,143,Precalculus Essentials,A
1936,SPRING 15,MA,241,Calculus & Analytical Geom I,D
1937,FALL 14,MA,241,Calculus & Analytical Geom I,B
1937,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1938,FALL 14,MA,6,Intermediate Algebra,A
1938,SPRING 15,MA,111,College Math for Aviation I,B
1939,FALL 14,MA,241,Calculus & Analytical Geom I,B
1940,FALL 14,MA,241,Calculus & Analytical Geom I,A
1940,SPRING 15,MA,242,Calculus & Analytical Geom II,A
1941,FALL 14,MA,241,Calculus & Analytical Geom I,A
1941,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1942,FALL 14,MA,242,Calculus & Analytical Geom II,C
1942,SPRING 15,MA,243,Calculus & Analytical Geom III,C
1943,FALL 14,MA,242,Calculus & Analytical Geom II,B
1943,SPRING 15,MA,243HON,Calc & Analytical Geometry III,A
1944,FALL 14,MA,6,Intermediate Algebra,B
1944,SPRING 15,MA,111,College Math for Aviation I,F
1945,FALL 14,MA,111,College Math for Aviation I,C
1945,SPRING 15,MA,112,College Math for Aviation II,B
1946,FALL 14,MA,143,Precalculus Essentials,F
1946,SPRING 15,MA,143,Precalculus Essentials,D
1947,FALL 14,MA,241,Calculus & Analytical Geom I,C
1947,SPRING 15,MA,242,Calculus & Analytical Geom II,D
1948,FALL 14,MA,4,Intro & Interm Algebra,B
1948,SPRING 15,MA,111,College Math for Aviation I,B
1949,FALL 14,MA,241,Calculus & Analytical Geom I,AU
1949,SPRING 15,MA,241,Calculus & Analytical Geom I,C
1950,FALL 14,MA,241,Calculus & Analytical Geom I,C
1950,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1951,FALL 14,MA,242,Calculus & Analytical Geom II,B
1951,SPRING 15,MA,243,Calculus & Analytical Geom III,B
1952,FALL 14,MA,241,Calculus & Analytical Geom I,B
1952,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1953,FALL 14,MA,143,Precalculus Essentials,C
1953,SPRING 15,MA,112,College Math for Aviation II,B
1954,FALL 14,MA,242,Calculus & Analytical Geom II,A
1954,SPRING 15,MA,243HON,Calc & Analytical Geometry III,A
1955,FALL 14,MA,241,Calculus & Analytical Geom I,A
1956,FALL 14,MA,143,Precalculus Essentials,A
1956,SPRING 15,MA,241,Calculus & Analytical Geom I,A
1957,FALL 14,MA,111,College Math for Aviation I,B
1957,SPRING 15,MA,112,College Math for Aviation II,D
1958,FALL 14,MA,112,College Math for Aviation II,C
1959,FALL 14,MA,241,Calculus & Analytical Geom I,C
1959,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1960,FALL 14,MA,241,Calculus & Analytical Geom I,F
1962,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
1962,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1963,FALL 14,MA,111,College Math for Aviation I,C
1964,FALL 14,MA,143,Precalculus Essentials,B
1964,SPRING 15,MA,241,Calculus & Analytical Geom I,C
1965,FALL 14,MA,112,College Math for Aviation II,B
1966,FALL 14,MA,143,Precalculus Essentials,F
1966,SPRING 15,MA,143,Precalculus Essentials,C
1967,FALL 14,MA,112,College Math for Aviation II,C
1969,FALL 14,MA,6,Intermediate Algebra,C
1969,SPRING 15,MA,111,College Math for Aviation I,F
1969,SUMMER 15,MA,111,College Math for Aviation I,C
1970,FALL 14,MA,241,Calculus & Analytical Geom I,D
1970,SPRING 15,MA,241,Calculus & Analytical Geom I,C
1971,FALL 14,MA,143,Precalculus Essentials,B
1971,SPRING 15,MA,241,Calculus & Analytical Geom I,B
1972,FALL 14,MA,143,Precalculus Essentials,A
1972,SPRING 15,MA,241,Calculus & Analytical Geom I,C
1973,FALL 14,MA,241,Calculus & Analytical Geom I,A
1973,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1974,FALL 14,MA,6,Intermediate Algebra,B
1974,SPRING 15,MA,111,College Math for Aviation I,B
1976,FALL 14,MA,242,Calculus & Analytical Geom II,C
1976,SPRING 15,MA,243,Calculus & Analytical Geom III,A
1977,FALL 14,MA,241,Calculus & Analytical Geom I,B
1977,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1978,FALL 14,MA,241,Calculus & Analytical Geom I,C
1978,SPRING 15,MA,242,Calculus & Analytical Geom II,F
1979,FALL 14,MA,241,Calculus & Analytical Geom I,B
1979,SPRING 15,MA,242,Calculus & Analytical Geom II,D
1980,FALL 14,MA,242,Calculus & Analytical Geom II,C
1980,SPRING 15,MA,243,Calculus & Analytical Geom III,C
1981,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
1981,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1982,FALL 14,MA,111,College Math for Aviation I,D
1982,SPRING 15,MA,111,College Math for Aviation I,B
1983,FALL 14,MA,111,College Math for Aviation I,C
1983,SPRING 15,MA,112,College Math for Aviation II,C
1984,FALL 14,MA,242,Calculus & Analytical Geom II,D
1984,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1985,FALL 14,MA,6,Intermediate Algebra,A
1985,SPRING 15,MA,143,Precalculus Essentials,B
1986,FALL 14,MA,241,Calculus & Analytical Geom I,D
1987,FALL 14,MA,241,Calculus & Analytical Geom I,C
1987,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1988,FALL 14,MA,143,Precalculus Essentials,F
1988,SPRING 15,MA,143,Precalculus Essentials,D
1990,FALL 14,MA,112,College Math for Aviation II,C
1991,FALL 14,MA,241,Calculus & Analytical Geom I,B
1991,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1992,FALL 14,MA,243HON,Calc & Analytical Geometry III,B
1992,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1993,FALL 14,MA,143,Precalculus Essentials,F
1993,SPRING 15,MA,143,Precalculus Essentials,D
1994,FALL 14,MA,143,Precalculus Essentials,D
1994,SPRING 15,MA,241,Calculus & Analytical Geom I,D
1995,FALL 14,MA,241,Calculus & Analytical Geom I,AU
1995,SPRING 15,MA,111,College Math for Aviation I,B
1996,FALL 14,MA,241,Calculus & Analytical Geom I,AU
1996,SPRING 15,MA,241,Calculus & Analytical Geom I,C
1998,FALL 14,MA,241,Calculus & Analytical Geom I,C
1998,SPRING 15,MA,242,Calculus & Analytical Geom II,F
1999,FALL 14,MA,242,Calculus & Analytical Geom II,B
1999,SPRING 15,MA,243HON,Calc & Analytical Geometry III,B
2000,FALL 14,MA,111,College Math for Aviation I,F
2001,FALL 14,MA,111,College Math for Aviation I,F
2002,FALL 14,MA,241,Calculus & Analytical Geom I,F
2002,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2003,FALL 14,MA,241,Calculus & Analytical Geom I,C
2004,FALL 14,MA,6,Intermediate Algebra,C
2004,SPRING 15,MA,111,College Math for Aviation I,C
2005,FALL 14,MA,242,Calculus & Analytical Geom II,B
2005,SPRING 15,MA,243,Calculus & Analytical Geom III,C
2006,FALL 14,MA,6,Intermediate Algebra,C
2006,SPRING 15,MA,111,College Math for Aviation I,C
2007,FALL 14,MA,241,Calculus & Analytical Geom I,A
2007,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2008,FALL 14,MA,112,College Math for Aviation II,B
2009,FALL 14,MA,6,Intermediate Algebra,B
2009,SPRING 15,MA,111,College Math for Aviation I,C
2009,SUMMER 15,MA,112,College Math for Aviation II,C
2010,FALL 14,MA,6,Intermediate Algebra,B
2010,SPRING 15,MA,111,College Math for Aviation I,C
2011,FALL 14,MA,112,College Math for Aviation II,B
2012,FALL 14,MA,112,College Math for Aviation II,B
2013,FALL 14,MA,111,College Math for Aviation I,B
2013,SPRING 15,MA,112,College Math for Aviation II,C
2014,FALL 14,MA,6,Intermediate Algebra,B
2014,SPRING 15,MA,111,College Math for Aviation I,B
2015,FALL 14,MA,143,Precalculus Essentials,D
2015,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2015,SUMMER 15,MA,241,Calculus & Analytical Geom I,D
2016,FALL 14,MA,6,Intermediate Algebra,W
2017,FALL 14,MA,6,Intermediate Algebra,C
2017,SPRING 15,MA,111,College Math for Aviation I,B
2018,FALL 14,MA,111,College Math for Aviation I,B
2018,SPRING 15,MA,112,College Math for Aviation II,C
2019,FALL 14,MA,112,College Math for Aviation II,B
2020,FALL 14,MA,241,Calculus & Analytical Geom I,A
2020,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2021,FALL 14,MA,241,Calculus & Analytical Geom I,B
2021,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2022,FALL 14,MA,143,Precalculus Essentials,B
2022,SPRING 15,MA,241,Calculus & Analytical Geom I,AU
2023,FALL 14,MA,6,Intermediate Algebra,C
2023,SPRING 15,MA,111,College Math for Aviation I,C
2024,FALL 14,MA,6,Intermediate Algebra,A
2024,SPRING 15,MA,111,College Math for Aviation I,C
2025,FALL 14,MA,241,Calculus & Analytical Geom I,C
2025,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2026,FALL 14,MA,241,Calculus & Analytical Geom I,F
2027,FALL 14,MA,6,Intermediate Algebra,B
2027,SPRING 15,MA,143,Precalculus Essentials,D
2028,FALL 14,MA,243,Calculus & Analytical Geom III,C
2028,SPRING 15,MA,345,Differential Eq & Matrix Meth,F
2029,FALL 14,MA,6,Intermediate Algebra,A
2029,SPRING 15,MA,111,College Math for Aviation I,B
2030,FALL 14,MA,112,College Math for Aviation II,D
2031,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2031,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2032,FALL 14,MA,112,College Math for Aviation II,D
2033,FALL 14,MA,6,Intermediate Algebra,A
2033,SPRING 15,MA,143,Precalculus Essentials,A
2034,FALL 14,MA,111,College Math for Aviation I,B
2034,SPRING 15,MA,112,College Math for Aviation II,C
2035,FALL 14,MA,143,Precalculus Essentials,D
2035,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2036,FALL 14,MA,6,Intermediate Algebra,C
2036,SPRING 15,MA,111,College Math for Aviation I,D
2037,FALL 14,MA,241,Calculus & Analytical Geom I,D
2038,FALL 14,MA,243,Calculus & Analytical Geom III,C
2039,FALL 14,MA,143,Precalculus Essentials,B
2039,SPRING 15,MA,241,Calculus & Analytical Geom I,D
2040,FALL 14,MA,241,Calculus & Analytical Geom I,C
2040,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2041,FALL 14,MA,120,Quantitative Methods I,AU
2041,SPRING 15,MA,120,Quantitative Methods I,F
2042,FALL 14,MA,241,Calculus & Analytical Geom I,B
2042,SPRING 15,MA,242,Calculus & Analytical Geom II,W
2043,FALL 14,MA,143,Precalculus Essentials,C
2044,FALL 14,MA,241,Calculus & Analytical Geom I,A
2044,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2045,FALL 14,MA,111,College Math for Aviation I,F
2045,SPRING 15,MA,111,College Math for Aviation I,F
2046,FALL 14,MA,241,Calculus & Analytical Geom I,C
2047,FALL 14,MA,241,Calculus & Analytical Geom I,B
2048,FALL 14,MA,241,Calculus & Analytical Geom I,A
2048,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2049,FALL 14,MA,6,Intermediate Algebra,B
2049,SPRING 15,MA,143,Precalculus Essentials,B
2050,FALL 14,MA,241,Calculus & Analytical Geom I,D
2050,SUMMER 15,MA,241,Calculus & Analytical Geom I,B
2052,FALL 14,MA,111,College Math for Aviation I,B
2052,SPRING 15,MA,112,College Math for Aviation II,B
2053,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2053,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2054,FALL 14,MA,143,Precalculus Essentials,F
2054,SPRING 15,MA,143,Precalculus Essentials,B
2055,FALL 14,MA,241,Calculus & Analytical Geom I,F
2056,FALL 14,MA,111,College Math for Aviation I,C
2056,SPRING 15,MA,112,College Math for Aviation II,W
2057,FALL 14,MA,242,Calculus & Analytical Geom II,B
2057,SPRING 15,MA,243,Calculus & Analytical Geom III,C
2058,FALL 14,MA,111,College Math for Aviation I,C
2058,SPRING 15,MA,112,College Math for Aviation II,W
2059,FALL 14,MA,111,College Math for Aviation I,C
2060,FALL 14,MA,241,Calculus & Analytical Geom I,B
2060,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2061,FALL 14,MA,4,Intro & Interm Algebra,F
2062,FALL 14,MA,112,College Math for Aviation II,C
2063,FALL 14,MA,242,Calculus & Analytical Geom II,B
2063,SPRING 15,MA,243,Calculus & Analytical Geom III,AU
2064,FALL 14,MA,243HON,Calc & Analytical Geometry III,C
2064,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,B
2065,FALL 14,MA,112,College Math for Aviation II,C
2067,FALL 14,MA,241,Calculus & Analytical Geom I,A
2067,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2067,SUMMER 15,MA,243,Calculus & Analytical Geom III,A
2068,FALL 14,MA,112,College Math for Aviation II,D
2069,FALL 14,MA,241,Calculus & Analytical Geom I,A
2069,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2070,FALL 14,MA,4,Intro & Interm Algebra,B
2070,SPRING 15,MA,111,College Math for Aviation I,C
2071,FALL 14,MA,143,Precalculus Essentials,B
2071,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2072,FALL 14,MA,6,Intermediate Algebra,A
2072,SPRING 15,MA,120,Quantitative Methods I,A
2073,FALL 14,MA,242,Calculus & Analytical Geom II,AU
2073,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2074,FALL 14,MA,112,College Math for Aviation II,B
2075,FALL 14,MA,242,Calculus & Analytical Geom II,C
2076,FALL 14,MA,241,Calculus & Analytical Geom I,A
2076,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2077,FALL 14,MA,241,Calculus & Analytical Geom I,D
2077,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2078,FALL 14,MA,241,Calculus & Analytical Geom I,C
2078,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2079,FALL 14,MA,112,College Math for Aviation II,C
2080,FALL 14,MA,112,College Math for Aviation II,B
2081,FALL 14,MA,111,College Math for Aviation I,C
2081,SPRING 15,MA,112,College Math for Aviation II,AU
2082,FALL 14,MA,111,College Math for Aviation I,A
2082,SPRING 15,MA,112,College Math for Aviation II,A
2083,FALL 14,MA,241,Calculus & Analytical Geom I,B
2083,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2084,FALL 14,MA,6,Intermediate Algebra,B
2084,SPRING 15,MA,111,College Math for Aviation I,C
2085,FALL 14,MA,112,College Math for Aviation II,B
2085,SPRING 15,MA,241,Calculus & Analytical Geom I,W
2086,FALL 14,MA,243,Calculus & Analytical Geom III,D
2087,FALL 14,MA,111,College Math for Aviation I,B
2087,SPRING 15,MA,112,College Math for Aviation II,B
2088,FALL 14,MA,6,Intermediate Algebra,A
2088,SPRING 15,MA,111,College Math for Aviation I,C
2089,FALL 14,MA,6,Intermediate Algebra,C
2090,FALL 14,MA,241,Calculus & Analytical Geom I,F
2090,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2091,FALL 14,MA,112,College Math for Aviation II,C
2092,FALL 14,MA,4,Intro & Interm Algebra,C
2092,SPRING 15,MA,111,College Math for Aviation I,B
2093,FALL 14,MA,112,College Math for Aviation II,B
2094,FALL 14,MA,241,Calculus & Analytical Geom I,F
2094,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2094,SUMMER 15,MA,242,Calculus & Analytical Geom II,B
2095,FALL 14,MA,112,College Math for Aviation II,A
2096,FALL 14,MA,6,Intermediate Algebra,C
2096,SPRING 15,MA,111,College Math for Aviation I,B
2098,FALL 14,MA,241,Calculus & Analytical Geom I,C
2098,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2099,FALL 14,MA,111,College Math for Aviation I,C
2099,SPRING 15,MA,112,College Math for Aviation II,C
2100,FALL 14,MA,111,College Math for Aviation I,A
2100,SPRING 15,MA,112,College Math for Aviation II,A
2101,FALL 14,MA,241,Calculus & Analytical Geom I,A
2101,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2102,FALL 14,MA,112,College Math for Aviation II,B
2103,FALL 14,MA,241,Calculus & Analytical Geom I,C
2103,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2104,FALL 14,MA,241,Calculus & Analytical Geom I,C
2104,SPRING 15,MA,242,Calculus & Analytical Geom II,AU
2104,SUMMER 15,MA,242,Calculus & Analytical Geom II,B
2105,FALL 14,MA,4,Intro & Interm Algebra,C
2105,SPRING 15,MA,111,College Math for Aviation I,C
2106,FALL 14,MA,241,Calculus & Analytical Geom I,A
2106,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2107,FALL 14,MA,4,Intro & Interm Algebra,C
2107,SPRING 15,MA,111,College Math for Aviation I,C
2108,FALL 14,MA,241,Calculus & Analytical Geom I,C
2109,FALL 14,MA,112,College Math for Aviation II,F
2109,SPRING 15,MA,112,College Math for Aviation II,B
2110,FALL 14,MA,241,Calculus & Analytical Geom I,A
2110,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2111,FALL 14,MA,242,Calculus & Analytical Geom II,D
2111,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2111,SUMMER 15,MA,243,Calculus & Analytical Geom III,B
2112,FALL 14,MA,143,Precalculus Essentials,F
2112,SPRING 15,MA,143,Precalculus Essentials,W
2113,FALL 14,MA,242,Calculus & Analytical Geom II,C
2113,SPRING 15,MA,243HON,Calc & Analytical Geometry III,C
2114,FALL 14,MA,111,College Math for Aviation I,B
2114,SPRING 15,MA,112,College Math for Aviation II,D
2115,FALL 14,MA,112,College Math for Aviation II,C
2116,FALL 14,MA,242,Calculus & Analytical Geom II,B
2116,SPRING 15,MA,243,Calculus & Analytical Geom III,B
2117,FALL 14,MA,143,Precalculus Essentials,C
2117,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2118,FALL 14,MA,241,Calculus & Analytical Geom I,D
2118,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2119,FALL 14,MA,4,Intro & Interm Algebra,W
2120,FALL 14,MA,143,Precalculus Essentials,A
2120,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2121,FALL 14,MA,241,Calculus & Analytical Geom I,A
2121,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2122,FALL 14,MA,143,Precalculus Essentials,B
2122,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2123,FALL 14,MA,6,Intermediate Algebra,C
2123,SPRING 15,MA,111,College Math for Aviation I,D
2125,FALL 14,MA,243HON,Calc & Analytical Geometry III,C
2126,FALL 14,MA,242,Calculus & Analytical Geom II,W
2127,FALL 14,MA,241,Calculus & Analytical Geom I,B
2127,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2128,FALL 14,MA,242,Calculus & Analytical Geom II,B
2128,SPRING 15,MA,243HON,Calc & Analytical Geometry III,A
2129,FALL 14,MA,241,Calculus & Analytical Geom I,B
2129,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2130,FALL 14,MA,6,Intermediate Algebra,F
2131,FALL 14,MA,241,Calculus & Analytical Geom I,B
2131,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2132,FALL 14,MA,6,Intermediate Algebra,B
2132,SPRING 15,MA,143,Precalculus Essentials,B
2133,FALL 14,MA,111,College Math for Aviation I,D
2133,SPRING 15,MA,112,College Math for Aviation II,W
2133,SUMMER 15,MA,112,College Math for Aviation II,D
2134,FALL 14,MA,6,Intermediate Algebra,B
2134,SPRING 15,MA,111,College Math for Aviation I,C
2134,SUMMER 15,MA,112,College Math for Aviation II,B
2135,FALL 14,MA,6,Intermediate Algebra,B
2135,SPRING 15,MA,143,Precalculus Essentials,D
2136,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2137,FALL 14,MA,345,Differential Eq & Matrix Meth,A
2137,SPRING 15,MA,441,Math Methods Engr & Physics I,B
2138,FALL 14,MA,6,Intermediate Algebra,B
2138,SPRING 15,MA,143,Precalculus Essentials,C
2138,SUMMER 15,MA,241,Calculus & Analytical Geom I,C
2138,SUMMER 15,MA,241,Calculus & Analytical Geom I,F
2139,FALL 14,MA,6,Intermediate Algebra,A
2140,FALL 14,MA,241,Calculus & Analytical Geom I,D
2141,FALL 14,MA,6,Intermediate Algebra,AU
2141,SPRING 15,MA,6,Intermediate Algebra,C
2142,FALL 14,MA,241,Calculus & Analytical Geom I,A
2142,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2143,SPRING 15,MA,6,Intermediate Algebra,A
2144,FALL 14,MA,4,Intro & Interm Algebra,C
2144,SPRING 15,MA,111,College Math for Aviation I,C
2145,FALL 14,MA,241,Calculus & Analytical Geom I,A
2145,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2146,SUMMER 14,MA,241,Calculus & Analytical Geom I,A
2146,FALL 14,MA,242,Calculus & Analytical Geom II,C
2146,SPRING 15,MA,243,Calculus & Analytical Geom III,C
2146,SUMMER 15,MA,345,Differential Eq & Matrix Meth,C
2147,FALL 14,MA,241,Calculus & Analytical Geom I,B
2147,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2148,FALL 14,MA,111,College Math for Aviation I,D
2148,SPRING 15,MA,111,College Math for Aviation I,C
2149,FALL 14,MA,242,Calculus & Analytical Geom II,C
2149,SPRING 15,MA,243HON,Calc & Analytical Geometry III,B
2150,FALL 14,MA,241,Calculus & Analytical Geom I,B
2150,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2151,FALL 14,MA,242,Calculus & Analytical Geom II,A
2151,SPRING 15,MA,243,Calculus & Analytical Geom III,A
2152,FALL 14,MA,112,College Math for Aviation II,A
2153,FALL 14,MA,241,Calculus & Analytical Geom I,F
2154,FALL 14,MA,111,College Math for Aviation I,A
2154,SPRING 15,MA,112,College Math for Aviation II,A
2155,FALL 14,MA,220,Quantitative Methods II,B
2156,FALL 14,MA,241,Calculus & Analytical Geom I,B
2156,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2156,SUMMER 15,MA,242,Calculus & Analytical Geom II,C
2157,FALL 14,MA,112,College Math for Aviation II,C
2158,FALL 14,MA,112,College Math for Aviation II,C
2158,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2158,SUMMER 15,MA,242,Calculus & Analytical Geom II,C
2159,FALL 14,MA,143,Precalculus Essentials,A
2159,SPRING 15,MA,241,Calculus & Analytical Geom I,A
2160,SPRING 15,MA,4,Intro & Interm Algebra,B
2161,FALL 14,MA,241,Calculus & Analytical Geom I,C
2161,SPRING 15,MA,242,Calculus & Analytical Geom II,W
2163,FALL 14,MA,143,Precalculus Essentials,B
2163,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2164,FALL 14,MA,241,Calculus & Analytical Geom I,D
2164,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2165,FALL 14,MA,241,Calculus & Analytical Geom I,F
2166,FALL 14,MA,6,Intermediate Algebra,B
2166,SPRING 15,MA,111,College Math for Aviation I,B
2167,FALL 14,MA,4,Intro & Interm Algebra,B
2167,SPRING 15,MA,111,College Math for Aviation I,A
2168,FALL 14,MA,112,College Math for Aviation II,A
2168,SPRING 15,MA,222,Business Statistics,A
2170,FALL 14,MA,112,College Math for Aviation II,C
2171,FALL 14,MA,4,Intro & Interm Algebra,AU
2172,FALL 14,MA,241,Calculus & Analytical Geom I,B
2172,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2173,FALL 14,MA,242,Calculus & Analytical Geom II,AU
2173,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2173,SUMMER 15,MA,243,Calculus & Analytical Geom III,C
2174,FALL 14,MA,143,Precalculus Essentials,B
2174,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2175,FALL 14,MA,143,Precalculus Essentials,C
2176,FALL 14,MA,111,College Math for Aviation I,C
2176,SPRING 15,MA,112,College Math for Aviation II,W
2177,FALL 14,MA,6,Intermediate Algebra,A
2177,SPRING 15,MA,111,College Math for Aviation I,C
2177,SUMMER 15,MA,112,College Math for Aviation II,A
2178,FALL 14,MA,6,Intermediate Algebra,B
2178,SPRING 15,MA,111,College Math for Aviation I,B
2178,SUMMER 15,MA,112,College Math for Aviation II,C
2179,FALL 14,MA,112,College Math for Aviation II,A
2181,FALL 14,MA,4,Intro & Interm Algebra,C
2181,SPRING 15,MA,111,College Math for Aviation I,B
2182,FALL 14,MA,243,Calculus & Analytical Geom III,A
2182,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
2183,FALL 14,MA,112,College Math for Aviation II,A
2184,FALL 14,MA,241,Calculus & Analytical Geom I,A
2184,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2185,FALL 14,MA,112,College Math for Aviation II,A
2186,FALL 14,MA,241,Calculus & Analytical Geom I,F
2186,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2187,FALL 14,MA,242,Calculus & Analytical Geom II,AU
2188,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2188,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2190,FALL 14,MA,6,Intermediate Algebra,B
2190,SPRING 15,MA,111,College Math for Aviation I,B
2191,FALL 14,MA,6,Intermediate Algebra,B
2191,SPRING 15,MA,120,Quantitative Methods I,B
2192,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2193,FALL 14,MA,242,Calculus & Analytical Geom II,W
2193,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2194,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2194,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
2195,FALL 14,MA,111,College Math for Aviation I,D
2195,SPRING 15,MA,112,College Math for Aviation II,C
2196,FALL 14,MA,112,College Math for Aviation II,D
2197,FALL 14,MA,111,College Math for Aviation I,B
2197,SPRING 15,MA,112,College Math for Aviation II,W
2198,FALL 14,MA,112,College Math for Aviation II,C
2198,SPRING 15,MA,111,College Math for Aviation I,B
2199,FALL 14,MA,111,College Math for Aviation I,A
2199,SPRING 15,MA,112,College Math for Aviation II,B
2200,FALL 14,MA,4,Intro & Interm Algebra,A
2200,SPRING 15,MA,111,College Math for Aviation I,C
2200,SUMMER 15,MA,112,College Math for Aviation II,A
2201,SUMMER 14,MA,241,Calculus & Analytical Geom I,A
2201,FALL 14,MA,242,Calculus & Analytical Geom II,A
2201,SPRING 15,MA,243,Calculus & Analytical Geom III,C
2202,FALL 14,MA,241,Calculus & Analytical Geom I,F
2202,SPRING 15,MA,241,Calculus & Analytical Geom I,W
2203,FALL 14,MA,120,Quantitative Methods I,A
2203,SPRING 15,MA,220,Quantitative Methods II,A
2204,FALL 14,MA,111,College Math for Aviation I,B
2204,SPRING 15,MA,112,College Math for Aviation II,AU
2205,FALL 14,MA,6,Intermediate Algebra,C
2206,FALL 14,MA,241,Calculus & Analytical Geom I,C
2206,SPRING 15,MA,242,Calculus & Analytical Geom II,AU
